Activity Date,Activity Month,Activity Type,Campaign Duration (bin),Campaign ID,Campaign Name,Campaign Objective,Channel,Conversion Funnel Stage,Marketing metrics Discrete,Source,Target Audience,Visibility,AVG(0),Campaign Duration,Clicks,Conversion Rate,Conversions,Cost,Cost Per Conversion,Engagement Rate,Engagement Time,Impressions,Marketing metrics,MIN(1),Revenue,ROI
10/20/2022,October,Conversion,47,Campaign-1754ib,Self-enabling user-facing projection,Lead Generation,LinkedIn,Consideration,Impressions,Referral,Returning Customers,Restricted,0,49,97,0.14,8,203.73,25.46625,0.24,7,993,993,1,899.59,241.77
7/7/2023,July,Conversion,63,Campaign-3557ss,Total background forecast,Lead Generation,Twitter,Awareness,Impressions,Referral,New Visitors,Private,0,66,89,0.09,11,211.93,19.26636364,0.56,59,1019,1019,1,847.39,247.82
5/13/2023,May,Ad Display,37,Campaign-8529fg,Function-based maximized approach,Lead Generation,LinkedIn,Awareness,Impressions,Direct,Returning Customers,Restricted,0,40,77,0.08,11,349.36,31.76,0.69,121,1024,1024,1,1125.25,164.24
5/31/2022,May,Engagement,42,Campaign-8942yj,Virtual bi-directional interface,Lead Generation,Facebook,Awareness,Impressions,Social Media,Subscribers,Restricted,0,47,108,0.1,4,735.87,183.9675,0.52,239,956,956,1,1705.07,-35.57
1/25/2022,January,Engagement,37,Campaign-2358pp,Focused empowering flexibility,Sales Conversion,Twitter,Consideration,Impressions,PPC,Subscribers,Public,0,40,93,0.18,9,732.04,81.33777778,0.61,223,1016,1016,1,297.6,200.22
9/24/2023,September,Engagement,42,Campaign-2456Qc,Visionary optimizing policy,Brand Awareness,Instagram,Decision,Impressions,Email,New Visitors,Restricted,0,44,101,0.2,12,410.31,34.1925,0.28,240,1066,1066,1,739.88,-31.51
1/17/2022,January,Conversion,37,Campaign-2906eS,Upgradable systemic support,Lead Generation,Google Ads,Consideration,Impressions,Direct,Returning Customers,Restricted,0,42,125,0.17,8,302.63,37.82875,0.01,227,984,984,1,1273,-59.9
2/25/2022,February,Conversion,16,Campaign-1264JA,Customizable client-driven moratorium,Lead Generation,Twitter,Decision,Impressions,Social Media,Segmented Audience,Public,0,19,112,0.13,7,720.9,102.9857143,0.04,24,1009,1009,1,743.72,-8.35
2/15/2022,February,Ad Display,63,Campaign-2964Ow,Decentralized holistic hierarchy,Lead Generation,Instagram,Awareness,Impressions,PPC,Segmented Audience,Public,0,65,88,0.06,16,321.01,20.063125,0.13,197,1014,1014,1,786.16,-88.22
2/3/2023,February,Engagement,11,Campaign-1375OH,Future-proofed high-level application,Lead Generation,Google Ads,Decision,Impressions,Referral,Segmented Audience,Public,0,11,100,0.01,15,414.83,27.65533333,0.55,63,1010,1010,1,1077.72,274.66
6/10/2022,June,Conversion,47,Campaign-0660AU,Cloned incremental frame,Sales Conversion,LinkedIn,Consideration,Impressions,Direct,Subscribers,Restricted,0,52,97,0.16,12,459.31,38.27583333,0.26,230,1023,1023,1,1608.31,274.52
9/13/2023,September,Ad Display,26,Campaign-5735sE,Multi-lateral even-keeled ability,Brand Awareness,Twitter,Consideration,Impressions,Referral,Returning Customers,Public,0,28,111,0.17,11,522.99,47.54454545,0.92,35,1020,1020,1,949.09,278.9
11/8/2023,November,Click,16,Campaign-1214hJ,Devolved mobile groupware,Brand Awareness,Facebook,Decision,Impressions,Social Media,Segmented Audience,Public,0,19,90,0.19,8,575.1,71.8875,0.2,168,980,980,1,1579.64,32.52
8/2/2022,August,Ad Display,11,Campaign-9276lX,Face-to-face demand-driven archive,Lead Generation,Google Ads,Decision,Impressions,Direct,Returning Customers,Public,0,14,92,0.14,11,312.38,28.39818182,0.66,210,952,952,1,1061.26,233.35
7/22/2022,July,Click,58,Campaign-6623Dv,Optimized grid-enabled monitoring,Brand Awareness,Google Ads,Consideration,Impressions,PPC,New Visitors,Public,0,59,113,0.03,9,383.45,42.60555556,0.37,70,988,988,1,708.64,250.67
8/4/2023,August,Engagement,21,Campaign-8257OO,Switchable asynchronous complexity,Brand Awareness,Google Ads,Awareness,Impressions,PPC,Subscribers,Restricted,0,24,100,0.15,14,308,22,0.95,92,982,982,1,1637.09,-92.25
7/3/2022,July,Click,37,Campaign-1734aS,Enhanced scalable process improvement,Lead Generation,Google Ads,Consideration,Impressions,Social Media,Returning Customers,Restricted,0,42,98,0.06,10,485.21,48.521,0.49,88,987,987,1,947.55,82.64
4/24/2023,April,Ad Display,79,Campaign-7970nt,Focused neutral array,Lead Generation,Instagram,Awareness,Impressions,SEO,Subscribers,Private,0,83,107,0.18,7,486.89,69.55571429,0.91,177,1005,1005,1,1210.95,201.74
10/14/2022,October,Conversion,16,Campaign-1489jB,Horizontal tertiary middleware,Sales Conversion,Twitter,Awareness,Impressions,PPC,Subscribers,Private,0,21,121,0.17,13,491.19,37.78384615,0.32,223,979,979,1,1039.53,247.53
9/28/2022,September,Ad Display,47,Campaign-7173IW,Virtual zero-defect implementation,Sales Conversion,Instagram,Consideration,Impressions,Direct,Subscribers,Private,0,48,115,0.05,6,508.8,84.8,0.39,106,1000,1000,1,1739.95,278.65
10/12/2022,October,Click,74,Campaign-6401rQ,Centralized responsive help-desk,Lead Generation,Facebook,Awareness,Impressions,SEO,New Visitors,Public,0,74,109,0.14,11,551.56,50.14181818,0.87,49,995,995,1,1066.86,244.36
1/15/2023,January,Ad Display,84,Campaign-0046HL,Extended maximized parallelism,Lead Generation,Google Ads,Consideration,Impressions,PPC,Segmented Audience,Restricted,0,86,97,0.14,9,369,41,0.81,210,1015,1015,1,1207.34,126.31
9/11/2022,September,Engagement,79,Campaign-6714ws,Re-contextualized dedicated Local Area Network,Sales Conversion,Google Ads,Consideration,Impressions,PPC,New Visitors,Private,0,79,85,0.01,11,733.39,66.67181818,0.73,155,991,991,1,1256.22,268.36
4/27/2023,April,Ad Display,79,Campaign-3910eY,Profit-focused bi-directional intranet,Lead Generation,Google Ads,Decision,Impressions,Referral,Segmented Audience,Private,0,81,91,0.18,9,682.45,75.82777778,0.62,216,967,967,1,1125.85,-97.6
12/4/2023,December,Conversion,84,Campaign-4485hH,Exclusive grid-enabled portal,Sales Conversion,Twitter,Consideration,Impressions,SEO,Returning Customers,Private,0,89,92,0.01,10,729.39,72.939,0.67,108,1010,1010,1,842.1,-8.69
1/9/2023,January,Conversion,74,Campaign-3216ss,Intuitive global structure,Sales Conversion,Facebook,Awareness,Impressions,SEO,Subscribers,Private,0,77,107,0.1,6,579.24,96.54,0.9,15,983,983,1,972.62,288.13
7/16/2023,July,Ad Display,74,Campaign-8298On,Total real-time process improvement,Lead Generation,Facebook,Decision,Impressions,PPC,Returning Customers,Private,0,74,103,0.11,7,659.14,94.16285714,0.73,123,1019,1019,1,664.87,-99.52
10/16/2023,October,Conversion,42,Campaign-8168zV,Assimilated interactive system engine,Brand Awareness,LinkedIn,Awareness,Impressions,Social Media,Returning Customers,Private,0,43,115,0.11,13,413.82,31.83230769,0.75,49,1001,1001,1,1068.18,71.47
3/25/2023,March,Ad Display,16,Campaign-4475KO,Stand-alone upward-trending benchmark,Brand Awareness,Google Ads,Awareness,Impressions,Referral,Returning Customers,Private,0,20,104,0.11,5,619.64,123.928,0.51,14,1065,1065,1,1039.36,111.42
5/21/2023,May,Ad Display,16,Campaign-2211yz,Intuitive human-resource interface,Brand Awareness,Instagram,Decision,Impressions,Direct,Returning Customers,Restricted,0,19,85,0.03,5,552.52,110.504,0.37,296,1003,1003,1,1469.09,128.97
4/9/2022,April,Engagement,26,Campaign-9728Qt,Multi-layered disintermediate capacity,Sales Conversion,Instagram,Awareness,Impressions,Referral,New Visitors,Public,0,28,81,0.08,6,408.64,68.10666667,0.56,182,999,999,1,974.18,-93.65
10/23/2023,October,Click,16,Campaign-5763EF,Multi-layered homogeneous info-mediaries,Lead Generation,LinkedIn,Decision,Impressions,Email,Returning Customers,Restricted,0,17,87,0.09,11,435.05,39.55,0.81,237,1008,1008,1,1125.11,103.86
10/4/2022,October,Engagement,5,Campaign-8570Ct,Triple-buffered next generation forecast,Sales Conversion,Google Ads,Consideration,Impressions,PPC,Subscribers,Public,0,10,108,0.12,8,356.76,44.595,0.8,97,1016,1016,1,1852.17,55.49
9/3/2023,September,Conversion,37,Campaign-2709nb,Triple-buffered system-worthy secured line,Sales Conversion,Google Ads,Awareness,Impressions,Email,Subscribers,Private,0,41,116,0.09,9,336.29,37.36555556,0.38,168,1013,1013,1,1012.11,186.74
10/26/2022,October,Click,5,Campaign-5760He,Ergonomic demand-driven architecture,Brand Awareness,Google Ads,Consideration,Impressions,PPC,New Visitors,Public,0,10,99,0.06,9,380.11,42.23444444,0.39,6,1000,1000,1,769.47,129.34
3/12/2023,March,Click,16,Campaign-1605ch,Multi-tiered demand-driven contingency,Brand Awareness,Google Ads,Decision,Impressions,SEO,New Visitors,Private,0,17,97,0.06,6,79.67,13.27833333,0.21,136,997,997,1,1105.61,131.45
7/13/2023,July,Engagement,21,Campaign-9044Uo,Ergonomic actuating Graphical User Interface,Lead Generation,Facebook,Awareness,Impressions,Social Media,Segmented Audience,Restricted,0,22,114,0.19,10,677.85,67.785,0.17,67,998,998,1,1512.89,-16.69
9/21/2022,September,Engagement,63,Campaign-2943gB,Multi-tiered solution-oriented architecture,Sales Conversion,Twitter,Decision,Impressions,Direct,Subscribers,Private,0,67,102,0.08,8,426.66,53.3325,0.78,76,942,942,1,1028.24,290.99
6/19/2022,June,Click,63,Campaign-7562vA,Customer-focused zero tolerance portal,Lead Generation,Instagram,Consideration,Impressions,SEO,Subscribers,Restricted,0,68,93,0.05,9,477.32,53.03555556,0.31,300,1068,1068,1,627.05,170.59
12/21/2022,December,Click,11,Campaign-6272Hu,Reactive regional analyzer,Brand Awareness,Google Ads,Consideration,Impressions,Direct,New Visitors,Public,0,12,102,0.1,10,505.82,50.582,0.49,147,1031,1031,1,1006.46,134.11
6/27/2022,June,Click,79,Campaign-2327wY,Multi-lateral coherent concept,Brand Awareness,Instagram,Consideration,Impressions,Email,New Visitors,Restricted,0,80,99,0.16,7,331.62,47.37428571,0.77,32,962,962,1,328.39,179.54
1/22/2023,January,Conversion,68,Campaign-6676Uo,Multi-channeled maximized instruction set,Brand Awareness,Instagram,Consideration,Impressions,PPC,Segmented Audience,Private,0,69,92,0.14,10,559.82,55.982,0.47,105,975,975,1,1094.48,-27.81
6/25/2023,June,Click,26,Campaign-3739Td,Mandatory exuding throughput,Brand Awareness,Twitter,Awareness,Impressions,Social Media,New Visitors,Restricted,0,28,99,0.15,5,539.25,107.85,0.8,143,1035,1035,1,864.44,49.16
6/27/2023,June,Conversion,26,Campaign-6031lx,Implemented fresh-thinking interface,Lead Generation,Google Ads,Awareness,Impressions,Social Media,Returning Customers,Public,0,30,95,0.05,10,599.58,59.958,0.04,27,1001,1001,1,352.77,299.65
6/21/2022,June,Click,84,Campaign-0239tN,User-centric composite knowledge user,Sales Conversion,Twitter,Awareness,Impressions,Email,New Visitors,Private,0,87,80,0.02,8,617.96,77.245,0.16,145,1026,1026,1,739.84,6
10/15/2023,October,Click,63,Campaign-1845AD,Synergistic client-driven protocol,Brand Awareness,Instagram,Decision,Impressions,PPC,Segmented Audience,Restricted,0,68,98,0.12,10,412.61,41.261,0.81,289,1026,1026,1,1112.64,74.87
12/1/2023,December,Engagement,32,Campaign-0886LD,Persistent client-driven installation,Lead Generation,Twitter,Awareness,Impressions,PPC,Returning Customers,Restricted,0,35,107,0.02,8,601.65,75.20625,0.34,133,973,973,1,561.09,213.77
12/19/2022,December,Engagement,32,Campaign-7473vr,Quality-focused responsive help-desk,Lead Generation,Instagram,Decision,Impressions,Direct,Returning Customers,Public,0,36,98,0.11,16,490.5,30.65625,0.14,40,1021,1021,1,1422.26,69.23
1/29/2023,January,Ad Display,32,Campaign-0002wa,Intuitive bottom-line algorithm,Brand Awareness,LinkedIn,Decision,Impressions,Email,Segmented Audience,Private,0,35,116,0.04,10,598.09,59.809,0.72,299,976,976,1,1380.47,28.66
8/3/2023,August,Click,16,Campaign-4021YB,Triple-buffered client-server standardization,Sales Conversion,Instagram,Decision,Impressions,PPC,Segmented Audience,Public,0,19,83,0.07,11,220.52,20.04727273,0.17,43,997,997,1,1130.64,-6.4
12/23/2022,December,Engagement,16,Campaign-3968oD,Multi-channeled fresh-thinking secured line,Lead Generation,Twitter,Decision,Impressions,Direct,Subscribers,Private,0,19,93,0.2,7,1063.76,151.9657143,0.61,193,1075,1075,1,1129.34,223.25
12/1/2023,December,Ad Display,32,Campaign-3591Mf,Expanded bottom-line structure,Sales Conversion,Twitter,Consideration,Impressions,Email,Segmented Audience,Private,0,35,93,0.01,13,380.09,29.23769231,0.16,211,983,983,1,1185.71,244.08
1/3/2022,January,Conversion,26,Campaign-5587uq,Implemented high-level pricing structure,Sales Conversion,Google Ads,Awareness,Impressions,Social Media,Segmented Audience,Restricted,0,31,105,0.05,10,657.56,65.756,0.99,277,956,956,1,798.81,-81.75
10/31/2023,October,Click,16,Campaign-0803xf,Business-focused bandwidth-monitored standardization,Brand Awareness,Google Ads,Awareness,Impressions,PPC,Segmented Audience,Private,0,18,108,0.1,14,573.98,40.99857143,0.77,256,953,953,1,1801.25,35.51
10/10/2023,October,Conversion,11,Campaign-3853mq,Organic scalable neural-net,Lead Generation,Instagram,Consideration,Impressions,SEO,New Visitors,Private,0,11,107,0.02,7,312.67,44.66714286,0.01,189,1009,1009,1,703.39,56.98
12/3/2022,December,Click,37,Campaign-4486qE,Sharable reciprocal emulation,Sales Conversion,Twitter,Consideration,Impressions,Email,Returning Customers,Public,0,37,115,0.08,7,435.49,62.21285714,0.63,143,1006,1006,1,1733.13,173.04
5/18/2023,May,Conversion,63,Campaign-5304Je,Ameliorated logistical leverage,Lead Generation,Google Ads,Awareness,Impressions,Direct,Subscribers,Restricted,0,65,116,0.17,11,353.39,32.12636364,0.47,53,1020,1020,1,1473.56,-12.18
12/14/2022,December,Ad Display,42,Campaign-0777dZ,Cloned disintermediate archive,Sales Conversion,Google Ads,Consideration,Impressions,Social Media,New Visitors,Restricted,0,47,90,0.2,11,609.04,55.36727273,0.02,84,986,986,1,1060.89,257.59
7/31/2022,July,Engagement,21,Campaign-6777hf,Expanded demand-driven project,Lead Generation,Facebook,Awareness,Impressions,SEO,New Visitors,Restricted,0,23,85,0.01,10,495.72,49.572,0.95,294,1004,1004,1,369.93,33.22
5/16/2023,May,Ad Display,26,Campaign-1312An,Right-sized dedicated help-desk,Sales Conversion,LinkedIn,Decision,Impressions,Referral,Segmented Audience,Restricted,0,30,99,0.04,4,439.98,109.995,0.48,158,1074,1074,1,573.15,262.55
1/10/2022,January,Conversion,79,Campaign-7916JW,Multi-layered 24hour framework,Lead Generation,Google Ads,Consideration,Impressions,Social Media,Segmented Audience,Public,0,79,108,0.02,8,294.51,36.81375,0.98,297,1047,1047,1,1827.44,90.31
12/23/2022,December,Engagement,42,Campaign-6023Fo,Team-oriented even-keeled service-desk,Brand Awareness,Twitter,Awareness,Impressions,PPC,Subscribers,Restricted,0,47,92,0.06,6,359.56,59.92666667,0.89,5,997,997,1,730.81,-45.43
12/14/2023,December,Ad Display,37,Campaign-2455Bg,Advanced global process improvement,Brand Awareness,Instagram,Decision,Impressions,Email,Segmented Audience,Restricted,0,38,112,0.01,13,704.5,54.19230769,0.33,81,974,974,1,1245.25,20.17
10/6/2023,October,Conversion,42,Campaign-8498Ym,Centralized grid-enabled concept,Lead Generation,Google Ads,Decision,Impressions,Email,Subscribers,Public,0,43,94,0.16,6,655.9,109.3166667,0.56,284,1018,1018,1,1359.33,166.83
5/15/2023,May,Engagement,53,Campaign-4789DI,Open-source attitude-oriented superstructure,Lead Generation,Instagram,Consideration,Impressions,Direct,Returning Customers,Public,0,57,94,0.2,10,462.34,46.234,0.15,204,980,980,1,1198.76,-55.42
2/16/2023,February,Click,68,Campaign-4430hN,Synchronized intermediate neural-net,Brand Awareness,LinkedIn,Consideration,Impressions,PPC,Subscribers,Restricted,0,72,96,0.06,9,443.25,49.25,0.72,271,999,999,1,728.45,170.34
11/26/2023,November,Ad Display,37,Campaign-1263ns,Team-oriented client-server protocol,Brand Awareness,Facebook,Awareness,Impressions,Direct,Returning Customers,Restricted,0,42,98,0.05,9,591.96,65.77333333,0.63,122,1066,1066,1,1019.85,257.96
7/27/2022,July,Click,58,Campaign-0886dh,Persevering methodical monitoring,Sales Conversion,Google Ads,Awareness,Impressions,Direct,Segmented Audience,Public,0,63,114,0.1,9,569.14,63.23777778,0.44,218,995,995,1,274.32,-39.2
5/14/2023,May,Ad Display,68,Campaign-6419wo,Synchronized secondary functionalities,Lead Generation,Facebook,Consideration,Impressions,Referral,New Visitors,Private,0,71,91,0.1,10,407.13,40.713,0.77,86,959,959,1,1257.91,-40.9
8/21/2022,August,Ad Display,53,Campaign-8433eH,Advanced holistic adapter,Brand Awareness,Facebook,Consideration,Impressions,PPC,Segmented Audience,Private,0,56,93,0.07,11,598.76,54.43272727,0.69,214,1024,1024,1,687.59,101.81
5/9/2023,May,Conversion,26,Campaign-4535OE,Configurable maximized matrix,Brand Awareness,Google Ads,Awareness,Impressions,PPC,New Visitors,Private,0,30,89,0.12,12,284.57,23.71416667,0.34,78,988,988,1,1250.44,261.05
10/2/2022,October,Ad Display,37,Campaign-4922Za,Triple-buffered 24hour encryption,Brand Awareness,Google Ads,Awareness,Impressions,Email,Returning Customers,Private,0,37,86,0.17,10,299.71,29.971,0.86,61,1021,1021,1,1523.22,37.46
11/25/2022,November,Engagement,84,Campaign-8855LO,Progressive analyzing service-desk,Brand Awareness,Google Ads,Awareness,Impressions,Direct,Returning Customers,Private,0,85,91,0.04,14,534.1,38.15,0.24,295,997,997,1,1345.12,270.93
8/6/2023,August,Engagement,68,Campaign-0262lG,Customer-focused homogeneous attitude,Lead Generation,LinkedIn,Decision,Impressions,Direct,New Visitors,Private,0,70,87,0.2,4,405.03,101.2575,0.26,227,1008,1008,1,942.42,100.96
8/3/2022,August,Ad Display,32,Campaign-1237KX,Open-source clear-thinking matrices,Brand Awareness,Twitter,Decision,Impressions,Email,Segmented Audience,Private,0,34,96,0.12,10,547.52,54.752,0.4,181,1015,1015,1,717.51,50.53
10/27/2022,October,Click,21,Campaign-3323Wy,Re-engineered non-volatile framework,Sales Conversion,Twitter,Consideration,Impressions,Direct,Segmented Audience,Private,0,23,100,0.02,13,763.15,58.70384615,0.4,277,982,982,1,1222.96,-11.46
7/4/2022,July,Engagement,26,Campaign-5992OF,Re-engineered human-resource ability,Sales Conversion,Google Ads,Awareness,Impressions,SEO,Subscribers,Restricted,0,27,112,0.11,8,421.55,52.69375,0.09,281,954,954,1,1115.37,176.39
12/26/2023,December,Engagement,79,Campaign-1908Mw,Public-key 5thgeneration orchestration,Lead Generation,Instagram,Decision,Impressions,Social Media,Subscribers,Private,0,84,105,0.2,15,365.26,24.35066667,0.72,294,970,970,1,697.39,199.28
5/3/2022,May,Ad Display,68,Campaign-7740oJ,Extended composite policy,Lead Generation,LinkedIn,Consideration,Impressions,SEO,Segmented Audience,Private,0,72,96,0.03,5,606.35,121.27,0.06,156,1021,1021,1,1048.38,285.61
10/13/2022,October,Click,68,Campaign-2778uT,Enhanced maximized conglomeration,Lead Generation,Twitter,Consideration,Impressions,Referral,Subscribers,Restricted,0,71,103,0.01,7,690.16,98.59428571,0.51,88,1009,1009,1,890.61,93.86
3/3/2023,March,Engagement,42,Campaign-1429zT,Organized content-based access,Lead Generation,Instagram,Decision,Impressions,Referral,Subscribers,Public,0,45,112,0.11,11,405.2,36.83636364,0.09,8,1033,1033,1,915.71,258.32
5/31/2023,May,Conversion,16,Campaign-3546dn,Profit-focused zero administration analyzer,Brand Awareness,LinkedIn,Awareness,Impressions,SEO,Returning Customers,Public,0,18,92,0.1,10,583.1,58.31,0.5,32,991,991,1,1455.03,-87.3
11/16/2023,November,Click,63,Campaign-0535CQ,Profound methodical matrix,Brand Awareness,Twitter,Decision,Impressions,PPC,New Visitors,Public,0,68,97,0.09,13,368.62,28.35538462,0.97,207,996,996,1,1321.98,299.92
